nombre,dia,horario,cupo_disponible,requiere_talle,visitantes
Palestra,2025-10-20,09:30,12,True,
Palestra,2025-10-20,10:00,12,True,
Palestra,2025-10-20,10:30,12,True,
Palestra,2025-10-20,11:00,12,True,
Palestra,2025-10-20,11:30,12,True,
Palestra,2025-10-20,12:00,12,True,
Palestra,2025-10-20,12:30,12,True,
Palestra,2025-10-20,13:00,12,True,
Palestra,2025-10-20,13:30,12,True,
Palestra,2025-10-20,14:00,12,True,
Palestra,2025-10-20,14:30,12,True,
Palestra,2025-10-20,15:00,12,True,
Palestra,2025-10-20,15:30,12,True,
Palestra,2025-10-20,16:00,12,True,
Palestra,2025-10-20,16:30,12,True,
Palestra,2025-10-20,17:00,12,True,
Palestra,2025-10-20,17:30,12,True,
Palestra,2025-10-21,09:00,10,True,222222222;43999999
Palestra,2025-10-21,09:30,12,True,
Palestra,2025-10-21,10:00,12,True,
Palestra,2025-10-21,10:30,12,True,
Palestra,2025-10-21,11:00,12,True,
Palestra,2025-10-21,11:30,12,True,
Palestra,2025-10-21,12:00,12,True,
Palestra,2025-10-21,12:30,12,True,
Palestra,2025-10-21,13:00,12,True,
Palestra,2025-10-21,13:30,12,True,
Palestra,2025-10-21,14:00,12,True,
Palestra,2025-10-21,14:30,12,True,
Palestra,2025-10-21,15:00,12,True,
Palestra,2025-10-21,15:30,12,True,
Palestra,2025-10-21,16:00,12,True,
Palestra,2025-10-21,16:30,12,True,
Palestra,2025-10-21,17:00,12,True,
Palestra,2025-10-21,17:30,12,True,
Palestra,2025-10-22,09:00,12,True,
Palestra,2025-10-22,09:30,12,True,
Palestra,2025-10-22,10:00,12,True,
Palestra,2025-10-22,10:30,12,True,
Palestra,2025-10-22,11:00,12,True,
Palestra,2025-10-22,11:30,12,True,
Palestra,2025-10-22,12:00,12,True,
Palestra,2025-10-22,12:30,12,True,
Palestra,2025-10-22,13:00,12,True,
Palestra,2025-10-22,13:30,12,True,
Palestra,2025-10-22,14:00,12,True,
Palestra,2025-10-22,14:30,12,True,
Palestra,2025-10-22,15:00,12,True,
Palestra,2025-10-22,15:30,12,True,
Palestra,2025-10-22,16:00,12,True,
Palestra,2025-10-22,16:30,12,True,
Palestra,2025-10-22,17:00,12,True,
Palestra,2025-10-22,17:30,12,True,
Palestra,2025-10-23,09:00,12,True,
Palestra,2025-10-23,09:30,12,True,
Palestra,2025-10-23,10:00,12,True,
Palestra,2025-10-23,10:30,12,True,
Palestra,2025-10-23,11:00,12,True,
Palestra,2025-10-23,11:30,12,True,
Palestra,2025-10-23,12:00,12,True,
Palestra,2025-10-23,12:30,12,True,
Palestra,2025-10-23,13:00,12,True,
Palestra,2025-10-23,13:30,12,True,
Palestra,2025-10-23,14:00,12,True,
Palestra,2025-10-23,14:30,12,True,
Palestra,2025-10-23,15:00,12,True,
Palestra,2025-10-23,15:30,12,True,
Palestra,2025-10-23,16:00,12,True,
Palestra,2025-10-23,16:30,12,True,
Palestra,2025-10-23,17:00,12,True,
Palestra,2025-10-23,17:30,12,True,
Palestra,2025-10-24,09:00,12,True,
Palestra,2025-10-24,09:30,12,True,
Palestra,2025-10-24,10:00,12,True,
Palestra,2025-10-24,10:30,12,True,
Palestra,2025-10-24,11:00,12,True,
Palestra,2025-10-24,11:30,12,True,
Palestra,2025-10-24,12:00,12,True,
Palestra,2025-10-24,12:30,12,True,
Palestra,2025-10-24,13:00,12,True,
Palestra,2025-10-24,13:30,12,True,
Palestra,2025-10-24,14:00,12,True,
Palestra,2025-10-24,14:30,12,True,
Palestra,2025-10-24,15:00,12,True,
Palestra,2025-10-24,15:30,12,True,
Palestra,2025-10-24,16:00,12,True,
Palestra,2025-10-24,16:30,12,True,
Palestra,2025-10-24,17:00,12,True,
Palestra,2025-10-24,17:30,12,True,
Palestra,2025-10-25,09:00,12,True,
Palestra,2025-10-25,09:30,12,True,
Palestra,2025-10-25,10:00,12,True,
Palestra,2025-10-25,10:30,12,True,
Palestra,2025-10-25,11:00,12,True,
Palestra,2025-10-25,11:30,12,True,
Palestra,2025-10-25,12:00,12,True,
Palestra,2025-10-25,12:30,12,True,
Palestra,2025-10-25,13:00,12,True,
Palestra,2025-10-25,13:30,12,True,
Palestra,2025-10-25,14:00,12,True,
Palestra,2025-10-25,14:30,12,True,
Palestra,2025-10-25,15:00,12,True,
Palestra,2025-10-25,15:30,12,True,
Palestra,2025-10-25,16:00,12,True,
Palestra,2025-10-25,16:30,12,True,
Palestra,2025-10-25,17:00,12,True,
Palestra,2025-10-25,17:30,12,True,
Palestra,2025-10-30,09:00,12,True,
Palestra,2025-10-30,09:30,12,True,
Palestra,2025-10-30,10:00,12,True,
Palestra,2025-10-30,10:30,12,True,
Palestra,2025-10-30,11:00,12,True,
Palestra,2025-10-30,11:30,12,True,
Palestra,2025-10-30,12:00,12,True,
Palestra,2025-10-30,12:30,10,True,344434343;99999999
Palestra,2025-10-30,13:00,12,True,
Palestra,2025-10-30,13:30,12,True,
Palestra,2025-10-30,14:00,12,True,
Palestra,2025-10-30,14:30,12,True,
Palestra,2025-10-30,15:00,12,True,
Palestra,2025-10-30,15:30,12,True,
Palestra,2025-10-30,16:00,12,True,
Palestra,2025-10-30,16:30,12,True,
Palestra,2025-10-30,17:00,12,True,
Palestra,2025-10-30,17:30,12,True,
Palestra,2025-10-31,09:00,12,True,
Palestra,2025-10-31,09:30,12,True,
Palestra,2025-10-31,10:00,12,True,
Palestra,2025-10-31,10:30,12,True,
Palestra,2025-10-31,11:00,12,True,
Palestra,2025-10-31,11:30,12,True,
Palestra,2025-10-31,12:00,12,True,
Palestra,2025-10-31,12:30,12,True,
Palestra,2025-10-31,13:00,12,True,
Palestra,2025-10-31,13:30,12,True,
Palestra,2025-10-31,14:00,12,True,
Palestra,2025-10-31,14:30,12,True,
Palestra,2025-10-31,15:00,12,True,
Palestra,2025-10-31,15:30,12,True,
Palestra,2025-10-31,16:00,12,True,
Palestra,2025-10-31,16:30,12,True,
Palestra,2025-10-31,17:00,12,True,
Palestra,2025-10-31,17:30,12,True,
Palestra,2025-11-01,09:00,12,True,
Palestra,2025-11-01,09:30,12,True,
Palestra,2025-11-01,10:00,12,True,
Palestra,2025-11-01,10:30,12,True,
Palestra,2025-11-01,11:00,12,True,
Palestra,2025-11-01,11:30,12,True,
Palestra,2025-11-01,12:00,12,True,
Palestra,2025-11-01,12:30,12,True,
Palestra,2025-11-01,13:00,12,True,
Palestra,2025-11-01,13:30,12,True,
Palestra,2025-11-01,14:00,12,True,
Palestra,2025-11-01,14:30,12,True,
Palestra,2025-11-01,15:00,12,True,
Palestra,2025-11-01,15:30,12,True,
Palestra,2025-11-01,16:00,12,True,
Palestra,2025-11-01,16:30,12,True,
Palestra,2025-11-01,17:00,12,True,
Palestra,2025-11-01,17:30,12,True,
Jardinería,2025-10-20,09:00,12,False,
Jardinería,2025-10-20,09:30,12,False,
Jardinería,2025-10-20,10:00,12,False,
Jardinería,2025-10-20,10:30,12,False,
Jardinería,2025-10-20,11:00,12,False,
Jardinería,2025-10-20,11:30,12,False,
Jardinería,2025-10-20,12:00,12,False,
Jardinería,2025-10-20,12:30,12,False,
Jardinería,2025-10-20,13:00,12,False,
Jardinería,2025-10-20,13:30,12,False,
Jardinería,2025-10-20,14:00,12,False,
Jardinería,2025-10-20,14:30,12,False,
Jardinería,2025-10-20,15:00,12,False,
Jardinería,2025-10-20,15:30,12,False,
Jardinería,2025-10-20,16:00,12,False,
Jardinería,2025-10-20,16:30,12,False,
Jardinería,2025-10-20,17:00,12,False,
Jardinería,2025-10-20,17:30,12,False,
Jardinería,2025-10-30,09:00,12,False,
Jardinería,2025-10-30,09:30,12,False,
Jardinería,2025-10-30,10:00,12,False,
Jardinería,2025-10-30,10:30,12,False,
Jardinería,2025-10-30,11:00,12,False,
Jardinería,2025-10-30,11:30,12,False,
Jardinería,2025-10-30,12:00,12,False,
Jardinería,2025-10-30,12:30,12,False,
Jardinería,2025-10-30,13:00,12,False,
Jardinería,2025-10-30,13:30,12,False,
Jardinería,2025-10-30,14:00,12,False,
Jardinería,2025-10-30,14:30,12,False,
Jardinería,2025-10-30,15:00,12,False,
Jardinería,2025-10-30,15:30,12,False,
Jardinería,2025-10-30,16:00,12,False,
Jardinería,2025-10-30,16:30,12,False,
Jardinería,2025-10-30,17:00,12,False,
Jardinería,2025-10-30,17:30,12,False,
Jardinería,2025-10-31,09:00,12,False,
Jardinería,2025-10-31,09:30,12,False,
Jardinería,2025-10-31,10:00,12,False,
Jardinería,2025-10-31,10:30,12,False,
Jardinería,2025-10-31,11:00,12,False,
Jardinería,2025-10-31,11:30,12,False,
Jardinería,2025-10-31,12:00,12,False,
Jardinería,2025-10-31,12:30,12,False,
Jardinería,2025-10-31,13:00,12,False,
Jardinería,2025-10-31,13:30,12,False,
Jardinería,2025-10-31,14:00,12,False,
Jardinería,2025-10-31,14:30,12,False,
Jardinería,2025-10-31,15:00,12,False,
Jardinería,2025-10-31,15:30,12,False,
Jardinería,2025-10-31,16:00,12,False,
Jardinería,2025-10-31,16:30,12,False,
Jardinería,2025-10-31,17:00,12,False,
Jardinería,2025-10-31,17:30,12,False,
Jardinería,2025-11-01,09:00,12,False,
Jardinería,2025-11-01,09:30,12,False,
Jardinería,2025-11-01,10:00,12,False,
Jardinería,2025-11-01,10:30,12,False,
Jardinería,2025-11-01,11:00,12,False,
Jardinería,2025-11-01,11:30,12,False,
Jardinería,2025-11-01,12:00,12,False,
Jardinería,2025-11-01,12:30,12,False,
Jardinería,2025-11-01,13:00,12,False,
Jardinería,2025-11-01,13:30,12,False,
Jardinería,2025-11-01,14:00,12,False,
Jardinería,2025-11-01,14:30,12,False,
Jardinería,2025-11-01,15:00,12,False,
Jardinería,2025-11-01,15:30,12,False,
Jardinería,2025-11-01,16:00,12,False,
Jardinería,2025-11-01,16:30,12,False,
Jardinería,2025-11-01,17:00,12,False,
Jardinería,2025-11-01,17:30,12,False,
Jardinería,2025-10-21,09:00,12,False,
Jardinería,2025-10-21,09:30,12,False,
Jardinería,2025-10-21,10:00,12,False,
Jardinería,2025-10-21,10:30,12,False,
Jardinería,2025-10-21,11:00,12,False,
Jardinería,2025-10-21,11:30,12,False,
Jardinería,2025-10-21,12:00,12,False,
Jardinería,2025-10-21,12:30,12,False,
Jardinería,2025-10-21,13:00,12,False,
Jardinería,2025-10-21,13:30,12,False,
Jardinería,2025-10-21,14:00,12,False,
Jardinería,2025-10-21,14:30,12,False,
Jardinería,2025-10-21,15:00,12,False,
Jardinería,2025-10-21,15:30,12,False,
Jardinería,2025-10-21,16:00,12,False,
Jardinería,2025-10-21,16:30,12,False,
Jardinería,2025-10-21,17:00,12,False,
Jardinería,2025-10-21,17:30,11,False,50112333
Jardinería,2025-10-22,09:00,12,False,
Jardinería,2025-10-22,09:30,12,False,
Jardinería,2025-10-22,10:00,12,False,
Jardinería,2025-10-22,10:30,12,False,
Jardinería,2025-10-22,11:00,12,False,
Jardinería,2025-10-22,11:30,12,False,
Jardinería,2025-10-22,12:00,12,False,
Jardinería,2025-10-22,12:30,12,False,
Jardinería,2025-10-22,13:00,12,False,
Jardinería,2025-10-22,13:30,12,False,
Jardinería,2025-10-22,14:00,12,False,
Jardinería,2025-10-22,14:30,12,False,
Jardinería,2025-10-22,15:00,12,False,
Jardinería,2025-10-22,15:30,12,False,
Jardinería,2025-10-22,16:00,12,False,
Jardinería,2025-10-22,16:30,12,False,
Jardinería,2025-10-22,17:00,12,False,
Jardinería,2025-10-22,17:30,12,False,
Jardinería,2025-10-23,09:00,12,False,
Jardinería,2025-10-23,09:30,12,False,
Jardinería,2025-10-23,10:00,12,False,
Jardinería,2025-10-23,10:30,12,False,
Jardinería,2025-10-23,11:00,12,False,
Jardinería,2025-10-23,11:30,12,False,
Jardinería,2025-10-23,12:00,12,False,
Jardinería,2025-10-23,12:30,12,False,
Jardinería,2025-10-23,13:00,12,False,
Jardinería,2025-10-23,13:30,12,False,
Jardinería,2025-10-23,14:00,12,False,
Jardinería,2025-10-23,14:30,12,False,
Jardinería,2025-10-23,15:00,12,False,
Jardinería,2025-10-23,15:30,12,False,
Jardinería,2025-10-23,16:00,12,False,
Jardinería,2025-10-23,16:30,12,False,
Jardinería,2025-10-23,17:00,12,False,
Jardinería,2025-10-23,17:30,12,False,
Jardinería,2025-10-24,09:00,12,False,
Jardinería,2025-10-24,09:30,12,False,
Jardinería,2025-10-24,10:00,12,False,
Jardinería,2025-10-24,10:30,12,False,
Jardinería,2025-10-24,11:00,12,False,
Jardinería,2025-10-24,11:30,12,False,
Jardinería,2025-10-24,12:00,12,False,
Jardinería,2025-10-24,12:30,12,False,
Jardinería,2025-10-24,13:00,12,False,
Jardinería,2025-10-24,13:30,12,False,
Jardinería,2025-10-24,14:00,12,False,
Jardinería,2025-10-24,14:30,12,False,
Jardinería,2025-10-24,15:00,12,False,
Jardinería,2025-10-24,15:30,12,False,
Jardinería,2025-10-24,16:00,12,False,
Jardinería,2025-10-24,16:30,12,False,
Jardinería,2025-10-24,17:00,12,False,
Jardinería,2025-10-24,17:30,12,False,
Jardinería,2025-10-25,09:00,12,False,
Jardinería,2025-10-25,09:30,12,False,
Jardinería,2025-10-25,10:00,12,False,
Jardinería,2025-10-25,10:30,12,False,
Jardinería,2025-10-25,11:00,12,False,
Jardinería,2025-10-25,11:30,12,False,
Jardinería,2025-10-25,12:00,12,False,
Jardinería,2025-10-25,12:30,12,False,
Jardinería,2025-10-25,13:00,12,False,
Jardinería,2025-10-25,13:30,12,False,
Jardinería,2025-10-25,14:00,12,False,
Jardinería,2025-10-25,14:30,12,False,
Jardinería,2025-10-25,15:00,12,False,
Jardinería,2025-10-25,15:30,12,False,
Jardinería,2025-10-25,16:00,12,False,
Jardinería,2025-10-25,16:30,12,False,
Jardinería,2025-10-25,17:00,12,False,
Jardinería,2025-10-25,17:30,12,False,
Tirolesa,2025-10-20,09:00,10,True,
Tirolesa,2025-10-20,09:30,10,True,
Tirolesa,2025-10-20,10:00,10,True,
Tirolesa,2025-10-20,10:30,10,True,
Tirolesa,2025-10-20,11:00,10,True,
Tirolesa,2025-10-20,11:30,10,True,
Tirolesa,2025-10-20,12:00,10,True,
Tirolesa,2025-10-20,12:30,10,True,
Tirolesa,2025-10-20,13:00,10,True,
Tirolesa,2025-10-20,13:30,10,True,
Tirolesa,2025-10-20,14:00,10,True,
Tirolesa,2025-10-20,14:30,10,True,
Tirolesa,2025-10-20,15:00,10,True,
Tirolesa,2025-10-20,15:30,10,True,
Tirolesa,2025-10-20,16:00,10,True,
Tirolesa,2025-10-20,16:30,10,True,
Tirolesa,2025-10-20,17:00,10,True,
Tirolesa,2025-10-20,17:30,10,True,
Tirolesa,2025-10-21,09:00,8,True,43999222;11111111111
Tirolesa,2025-10-21,09:30,10,True,
Tirolesa,2025-10-21,10:00,10,True,
Tirolesa,2025-10-21,10:30,10,True,
Tirolesa,2025-10-21,11:00,10,True,
Tirolesa,2025-10-21,11:30,10,True,
Tirolesa,2025-10-21,12:00,10,True,
Tirolesa,2025-10-21,12:30,10,True,
Tirolesa,2025-10-21,13:00,10,True,
Tirolesa,2025-10-21,13:30,10,True,
Tirolesa,2025-10-21,14:00,10,True,
Tirolesa,2025-10-21,14:30,10,True,
Tirolesa,2025-10-21,15:00,10,True,
Tirolesa,2025-10-21,15:30,10,True,
Tirolesa,2025-10-21,16:00,10,True,
Tirolesa,2025-10-21,16:30,10,True,
Tirolesa,2025-10-21,17:00,9,True,43926820
Tirolesa,2025-10-21,17:30,10,True,
Tirolesa,2025-10-22,09:00,10,True,
Tirolesa,2025-10-22,09:30,10,True,
Tirolesa,2025-10-22,10:00,10,True,
Tirolesa,2025-10-22,10:30,10,True,
Tirolesa,2025-10-22,11:00,10,True,
Tirolesa,2025-10-22,11:30,10,True,
Tirolesa,2025-10-22,12:00,10,True,
Tirolesa,2025-10-22,12:30,9,True,43434343
Tirolesa,2025-10-22,13:00,10,True,
Tirolesa,2025-10-22,13:30,10,True,
Tirolesa,2025-10-22,14:00,10,True,
Tirolesa,2025-10-22,14:30,10,True,
Tirolesa,2025-10-22,15:00,10,True,
Tirolesa,2025-10-22,15:30,10,True,
Tirolesa,2025-10-22,16:00,10,True,
Tirolesa,2025-10-22,16:30,10,True,
Tirolesa,2025-10-22,17:00,10,True,
Tirolesa,2025-10-22,17:30,10,True,
Tirolesa,2025-10-23,09:00,10,True,
Tirolesa,2025-10-23,09:30,10,True,
Tirolesa,2025-10-23,10:00,10,True,
Tirolesa,2025-10-23,10:30,10,True,
Tirolesa,2025-10-23,11:00,10,True,
Tirolesa,2025-10-23,11:30,10,True,
Tirolesa,2025-10-23,12:00,10,True,
Tirolesa,2025-10-23,12:30,10,True,
Tirolesa,2025-10-23,13:00,10,True,
Tirolesa,2025-10-23,13:30,10,True,
Tirolesa,2025-10-23,14:00,10,True,
Tirolesa,2025-10-23,14:30,10,True,
Tirolesa,2025-10-23,15:00,10,True,
Tirolesa,2025-10-23,15:30,10,True,
Tirolesa,2025-10-23,16:00,10,True,
Tirolesa,2025-10-23,16:30,10,True,
Tirolesa,2025-10-23,17:00,10,True,
Tirolesa,2025-10-23,17:30,10,True,
Tirolesa,2025-10-24,09:00,10,True,
Tirolesa,2025-10-24,09:30,10,True,
Tirolesa,2025-10-24,10:00,10,True,
Tirolesa,2025-10-24,10:30,10,True,
Tirolesa,2025-10-24,11:00,10,True,
Tirolesa,2025-10-24,11:30,10,True,
Tirolesa,2025-10-24,12:00,10,True,
Tirolesa,2025-10-24,12:30,10,True,
Tirolesa,2025-10-24,13:00,10,True,
Tirolesa,2025-10-24,13:30,10,True,
Tirolesa,2025-10-24,14:00,10,True,
Tirolesa,2025-10-24,14:30,10,True,
Tirolesa,2025-10-24,15:00,10,True,
Tirolesa,2025-10-24,15:30,10,True,
Tirolesa,2025-10-24,16:00,10,True,
Tirolesa,2025-10-24,16:30,10,True,
Tirolesa,2025-10-24,17:00,10,True,
Tirolesa,2025-10-24,17:30,10,True,
Tirolesa,2025-10-25,09:00,10,True,
Tirolesa,2025-10-25,09:30,10,True,
Tirolesa,2025-10-25,10:00,10,True,
Tirolesa,2025-10-25,10:30,10,True,
Tirolesa,2025-10-25,11:00,10,True,
Tirolesa,2025-10-25,11:30,10,True,
Tirolesa,2025-10-25,12:00,10,True,
Tirolesa,2025-10-25,12:30,10,True,
Tirolesa,2025-10-25,13:00,10,True,
Tirolesa,2025-10-25,13:30,10,True,
Tirolesa,2025-10-25,14:00,10,True,
Tirolesa,2025-10-25,14:30,10,True,
Tirolesa,2025-10-25,15:00,10,True,
Tirolesa,2025-10-25,15:30,10,True,
Tirolesa,2025-10-25,16:00,10,True,
Tirolesa,2025-10-25,16:30,10,True,
Tirolesa,2025-10-25,17:00,10,True,
Tirolesa,2025-10-25,17:30,10,True,
Tirolesa,2025-10-30,09:00,10,True,
Tirolesa,2025-10-30,09:30,10,True,
Tirolesa,2025-10-30,10:00,10,True,
Tirolesa,2025-10-30,10:30,10,True,
Tirolesa,2025-10-30,11:00,10,True,
Tirolesa,2025-10-30,11:30,10,True,
Tirolesa,2025-10-30,12:00,10,True,
Tirolesa,2025-10-30,12:30,10,True,
Tirolesa,2025-10-30,13:00,10,True,
Tirolesa,2025-10-30,13:30,10,True,
Tirolesa,2025-10-30,14:00,10,True,
Tirolesa,2025-10-30,14:30,10,True,
Tirolesa,2025-10-30,15:00,10,True,
Tirolesa,2025-10-30,15:30,10,True,
Tirolesa,2025-10-30,16:00,10,True,
Tirolesa,2025-10-30,16:30,10,True,
Tirolesa,2025-10-30,17:00,10,True,
Tirolesa,2025-10-30,17:30,10,True,
Tirolesa,2025-10-31,09:00,10,True,
Tirolesa,2025-10-31,09:30,10,True,
Tirolesa,2025-10-31,10:00,10,True,
Tirolesa,2025-10-31,10:30,10,True,
Tirolesa,2025-10-31,11:00,10,True,
Tirolesa,2025-10-31,11:30,10,True,
Tirolesa,2025-10-31,12:00,10,True,
Tirolesa,2025-10-31,12:30,10,True,
Tirolesa,2025-10-31,13:00,10,True,
Tirolesa,2025-10-31,13:30,10,True,
Tirolesa,2025-10-31,14:00,10,True,
Tirolesa,2025-10-31,14:30,10,True,
Tirolesa,2025-10-31,15:00,10,True,
Tirolesa,2025-10-31,15:30,10,True,
Tirolesa,2025-10-31,16:00,10,True,
Tirolesa,2025-10-31,16:30,10,True,
Tirolesa,2025-10-31,17:00,10,True,
Tirolesa,2025-10-31,17:30,10,True,
